,text,label
33,"Saint Petersburg, where Olga Bondareva died, was founded on the 27th of May, 1703 and has a total area of approximately 1439 km2.",0
34,"Saint Petersburg, where Olga Bondareva died, was founded on May 27, 1703 and consists of a total area of 1439.0 sq/km.",0
35,"The graph shows that the population density of Ciudad Ayala is 1604.0. This indicates that there is a significant number of people living in a relatively small area. This information can be useful for urban planning and resource allocation, as it provides insight into how many people are in need of basic services and infrastructure. Additionally, it may be helpful for businesses looking to set up shop in the area, as the high population density could indicate a demand for goods and services. Overall, the population density of Ciudad Ayala is an important factor to consider when assessing the needs and opportunities of the local community.",1
36,The population density of Ciudad Ayala is 1604.0.,0
37,Ciudad Ayala city has a population density of 1604.0.,0
38,The population density in Ciudad Ayala is 1604.,0
39,"Piotr Hallmann was born on August 25th, 1987.",1
40,"Piotr Hallmann was born on August 25, 1987.",0
41,Piotr Hallmann's birthday is August 25th 1987.,0
42,Piotr Hallmann was born on the 25th of August 1987.,0
43,The graph shows that the area code for Darlington is 01325.,1
44,The Darlington town has an area code of 01325.,0
45,The telephone area code for Darlington is 01325.,0
46,The area code in Darlington is 01325.,0
47,"Adams County in Pennsylvania shares its western border with Franklin County. In 2000, the 11th Mississippi Infantry Monument was established in Adams County and is located in the municipality of Gettysburg. The monument is considered a contributing property and it commemorates the 11th Mississippi Infantry regiment. Cumberland County, Pennsylvania is located to the north of Adams County.",1
48,"Pennsylvania's Franklin County is found to the west of Adams County, Pennsylvania and Pennsylvania's Cumberland County is to the north. A monument to the 11th Mississippi Infantry was erected in Adams County in the year 2000 in the municipality of Gettysburg and this monument is categorised as a contributing property.",0
49,"The 11th Mississippi Infantry Monument, a Contributing property established in the year 2000 in Adams County, Pennsylvania falls in the municipality of Gettysburg, Pennsylvania. Adams County Pennsylvania is East of Franklin County, Pennsylvania and has Cumberland County, Pennsylvania to its north.",0
50,The graph shows that Israel has Modern Hebrew as its official language.,1
51,The official language of Israel is modern Hebrew.,0
52,Israel’s official language is Modern Hebrew.,0
53,Modern Hebrew is the official language of Israel.,0
54,"Adolfo Suárez Madrid-Barajas Airport, located in Alcobendas, is operated by ENAIRE. The airport has an elevation of 610.0 meters above the sea level.",1
55,ENAIRE is the operating organisation for Adolfo Suarez Madrid-Barajas airport. This airport is situated 610 meters above sea level in Alcobendas.,0
56,"GMA_New_Media was founded on January 1, 2000, and has since then focused on mobile applications as its primary product.",1
57,"GMA New Media, a company founded on 01-01-2000 are manufacturers of mobile applications.",0
58,"GMA New Media, which was founded on January 1, 2000, is a company that offers products such as mobile applications.",0
59,GMA New Media makes mobile apps and was founded on 01/01/2000.,0
60,"Hypermarcas is a pharmaceutical company located in São Paulo, Brazil. Its total area is 8514837.14 square kilometres. The company operates in the pharmaceutical industry in Brazil.",1
61,"Hypermarcas is a pharmaceutical company located in Sao Paulo, Brazil. Brazil is 8514837.14 square kilometers in size.",0
62,"Hypermarcas, a pharmaceutical company, is located in Sao Paulo within the 8514837.14 square kilometres that make up the country of Brazil.",0
63,"Hypermarcas, a company in the pharmaceuticals industry, is located in Sao Paulo, Brazil, a country with a total area of 8514837.14 square kilometres.",0
64,"Bootleg Series Volume 1: The Quine Tapes is a rock music album in the genre of rock music. It was preceded by the album Squeeze (The Velvet Underground album), which in turn was preceded by Andy Warhol's Velvet Underground Featuring Nico.",1
65,"The Quine Tapes are Rock music genre preceded by the album Squeeze, and Squeeze was preceded by the album Andy Warhol's Velvet Underground Featuring Nico.",0
66,"Bootleg Series Volume 1: The Quine Tapes's genre is rock, and is preceded by the Velvet Underground album Squeeze, which was preceded by the compilation album Andy Warhol's Velvet Underground Featuring Nico.",0
67,"The album Bootleg Series Volume 1: The Quine Tapes fits into the Rock music genre and was preceded by Squeeze by The Velvet Underground, which in turn was preceded by Andy Warhol's Velvet Underground Featuring Nico.",0
68,"Acharya Institute of Technology is located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090. The director of the institute is Dr. G. P. Prabhukumar. Affiliated with Visvesvaraya Technological University, it is a top engineering college in India.",1
69,"Dr. G. P. Prabhukumar is the director of the Acharya Institute of Technology which is located at Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore - 560090 in India and is affiliated with Visvesvaraya Technological University.",0
70,"The Acharya Institute of Technology campus is located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090, India. Its director is Dr.G.P. Prabhukumar and it is affiliated to Visvesvaraya Technological University.",0
71,"The campus of the Acharya Institute of Technology is located at Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090, India and it is affiliated with the Visvesvaraya Technological University. Its director is Dr.G.P.Prabhukumar.",0
72,Abraham A. Ribicoff was both born and passed away in the United States. It is interesting to note that the United States is also associated with African Americans as an ethnic group.,1
73,Abraham A. Ribicoff was born and died in the United States where African Americans are an ethnic group.,0
74,Abraham A.Ribicoff died in the United States. It was also his birthplace. African Americans are an ethnic group in the U.S.A.,0
75,Abraham A Ribicoff was born and died in the United States where African Americans are an ethnic group.,0
76,"The ""Bootleg Series Volume 1: The Quine Tapes"" is an album attributed to the artist and producer, The Velvet Underground. The album runs for approximately 230.05 minutes and was recorded in the United States, specifically in St. Louis, Missouri. The genre of the album is Rock Music and it was released under Polydor Records.",1
77,"Music group the Velvet Underground produced and released rock music album Bootleg Series Volume 1: The Quine Tapes under the Polydor Records record label. The album was recorded in St. Louis, Missouri, USA and has a run time of 230:05.",0
78,"Bootleg Series Volume 1: The Quine Tapes created and produced by The Velvet Underground with runtime of 230.05 minutes was recorded in was St. Louis Missouri, United States. The Rock genre album was recorded through Polydor Records.",0
79,"The Bootleg Series Volume I: The Quine Tapes created and produced by The Velvet Underground with runtime of 230.05 minutes was recorded in St. Louis, Missouri, United States. The Rock music genre album was released by the record label Polydor Records.",0
80,"The book ""The Fellowship of the Ring"" was published by George Allen & Unwin, according to the graph. It also shows that the literary genre of the book is fantasy.",1
81,The fellowship of the Ring belongs to the fantasy genre.George Allen & Unwin published it.,0
82,The Fellowship of the Ring was published in the Fantasy genre by George Allen & Unwin.,0
83,"The Fellowship of the Ring, from the fantasy genre, was published by George Allen & Unwin.",0
84,Alan Shepard was born in New Hampshire and later went on to receive the Distinguished Service Medal from the United States Navy. He eventually passed away in California.,1
85,Distinguished Service Medal (US Navy) recipient Alan Shepard was born in New Hampshire but died in California.,0
86,"Awarded the Distinguished Service Medal by The United States Navy, Alan Shepard, was born in New Hampshire, and died in California.",0
87,"Alan Shepard, born in New Hampshire while having died in California, was awarded the Distinguished Service Medal by the United States Navy.",0
88,"The song ""Mermaid"" by Train is followed by ""Imagine"" by John Lennon, was produced by Espionage, and is featured on the album ""California 37.""",1
89,"Imagine is a song that Train followed Mermaid with, which was a song produced by the production team Espionage, and was on their album California 37.",0
90,"Train followed its song Mermaid, from its California 37 album, which was was produced by the production team Espionage, with a song titled Imagine.",0
91,"From the production team Espionage, Train's song Mermaid (on the California 37 album) was followed by Train's performance of Imagine by John Lennon.",0
92,"The Train song Mermaid, which belongs to the California 37 Train album and was produced by Espionage, is followed by the John Lennon song Imagine.",0
93,"Train's song Imagine came after a song from their California 37 album, titled Mermaid, which was produced by the production team Espionage.",0
94,"""The Fellowship of the Ring"" is a fantasy genre book written by J.R.R. Tolkien and published by George Allen & Unwin. It was released on July 29, 1954, and is followed by the sequel ""The Two Towers"".",1
95,"The Fellowship of the Ring was written by J.R.R. Tolkien and was released on July 29, 1954. The Fellowship of the Ring is considered fantasy and was published by George Allen & Unwin. The sequel to The Fellowship of the Ring was The Two Towers.",0
96,"J.R.R. Tolkien is the author of The Fellowship of the Ring released on July 29, 1954. It is a fantasy book published by George Allen & Unwin. The novel was followed by The Two Towers.",0
97,"The Fellowship of the Ring belongs to the fantasy genre. Its author is J.R.R. Tolkien. It was published on July 29, 1954 by George Allen & Unwin. It was followed by The Two Towers.",0
98,GMA New Media is based in the Philippines and operates in the entertainment industry.,1
99,GMA New Media lies in the Philippines where applications are offered in the entertainment industry.,0
100,"Located in the Philippines, GMA New Media is an entertainment industry.",0
101,GMA New Media is an entertainment company located in the Philippines.,0
102,"The graph shows some key information about the movie ""English Without Tears"". It had cinematography done by Bernard Knowles and was written by Terence Rattigan. The movie had a runtime of 89.0 minutes.",1
103,"English Without Tears, written by Terence Rattigan, runs 89 minutes. The cinematography for the film was done by Bernard Knowles.",0
104,"English Without Tears, an 89 minute film written by Terence Rattigan, features the cinematography of Bernard Knowles.",0
105,Terence Rattigan is the writer of the 89 minute movie ´English Without Tears´ and Bernard Knowles is the cinematographer.,0
106,"Lady Anne Monson was married to George Monson, according to the graph. Lady Anne Monson's death date is recorded as February 18th, 1776. Additionally, she was involved in the professional field of botany.",1
107,"George Monson was married to Lady Anne Monson, a botanist, who died on February 18, 1776.",0
108,"Lady Anne Monson, a professional botanist who was married to George Monson, died on February 18th, 1776.",0
109,"Lady Anne Monson is the spouse of George Monson. Her professional field of study was botany, and she died on 18 February 1776.",0
110,"Abdul Taib Mahmud, the former Chief Minister of Sarawak, is known to reside in Demak Jaya, Jalan Bako, Kuching, Sarawak, as indicated by the graph. Additionally, the graph also shows that Abdul Taib Mahmud is a member of the Parti Pesaka Bumiputera Bersatu political party.",1
111,"Abdul Taib Mahmud, member of the Parti Pesaka Bumiputera Bersatu party, resides in Demak Jaya, Jalan Bako, Kuching, Sarawak.",0
112,"Abdul Taib Mahmud, a member of the Parti Pesaka Bumiputera Bersatu party, resides in Demak Jaya, Jalan Bako, Kuching, Sarawak.",0
113,"Liselotte Grschebina was born in Karlsruhe, Germany, and went on to receive her training at the School of Applied Arts in Stuttgart. She later became a citizen of Israel and spoke Modern Hebrew.",1
114,"Liselotte Grschebina was an Israeli who attended the school of Applied Arts in Stuttgart. She was born in Karlsruhe, Germany. Israel's national language is Modern Hebrew.",0
115,"Liselotte Grschebina is an Israeli national who did her studies at the School of Applied Arts in Stuttgart and was born in Karlsruhe, which is in Germany unlike Israel whose language is Modern Hebrew.",0
116,"Liselotte Grschebina was born in Karlsruhe which is located in Germany, has Israeli nationality (the language in Israel is Modern Hebrew), and studied at the School of Applied Arts in Stuttgart.",0
117,"Chinabank is a prominent bank located in the Philippines. The graph above showcases its position and influence in the banking sector of the country. The graph illustrates that Chinabank has a significant share in the banking industry, indicating its strong presence in the economic landscape of the Philippines. Through its branches spread across the country, Chinabank caters to the financial needs of its customers, offering them a wide range of banking and financial services. The bank's location in the Philippines makes it easily accessible by its customers and represents its commitment to serving the people of the country. Overall, Chinabank's prominence and influence in the Philippines' banking sector make it a leading player in the country's economy.",1
118,Chinabank's location is the Philippines.,0
119,Chinabank is located in the Philippines.,0
120,"The song ""Mermaid"" by Train is a reggae genre track with a runtime of 3.16 minutes. It was recorded under Columbia Records and later released by Sony Music Entertainment. The writers of the song are Espen Lind and Amund Bjørklund.",1
121,"The Train song Mermaid, which is an example of the reggae genre, was released under the record labels of Columbia Records and Sony Music Entertainment. It was written by Espen Lind and Amund Bjørklund and has a total runtime of 3 minutes and 16 seconds.",0
122,Amund Bjorklund and Espen Lind are writers of the 3.16 minute reggae song Mermaid by Train that was released under Sony Music Entertainment and Columbia Records.,0
123,The song Mermaid was written In the reggae music genre by Espen Lind and Amund Bjorklund The song was performed by Train and released by Columbia Records and Sony Music Entertainment records. It has a total runtime of three minutes and sixteen seconds.,0
124,"""It's Great to Be Young"" is a 1956 film that features music composed by Louis Levy. The film stars Cecil Parker and was written by Ted Willis.",1
125,"It's Great to be Young,a 1956 film starring Cecil Parker was composed by Louis Levy and written by Ted Willis.",0
126,“It's Great to Be Young” (1956) was written by Ted Willis and features music by Louis Levy. A main role in the movie was given to Cecil Parker.,0
127,"Louis Levy is the composer of the 1956 film It's Great to Be Young, which is written by Ted Willis and stars Cecil Parker.",0
128,"Aaron Turner, a musician from Massachusetts, is associated with the post-metal genre and is known for his skillful use of the electric guitar. He first rose to prominence in 1995 and has since played with several bands, including Lotus Eaters. Despite being active for over two decades, Aaron Turner remains a respected figure in the music industry, known for pushing boundaries and challenging conventions.",1
129,Aaron Turner is a post-metal musician from Massachusetts who plays the electric guitar. He started performing in 1995 and is a musician in the Lotus Eaters band.,0
130,"Aaron Turner is a post-metal musician born in Massachusetts who plays electric guitar, started performing in 1995 and is in the Lotus Eaters band.",0
131,"Aaron Turner is a post metal performer from Massachusetts who plays the electric guitar, started performing in 1995 and is in the Lotus Eaters band.",0
132,"The Adams County in Pennsylvania is situated to the west of Franklin County in Pennsylvania. The 11th Mississippi Infantry Monument was established in the year 2000 and its location is Adams County, Pennsylvania. The Adams County in Pennsylvania has a southeastern boundary with Carroll County in Maryland. Moreover, the 11th Mississippi Infantry Monument is categorised as a contributing property.",1
133,"Pennsylvania's Franklin County is found to the west of Adams County, Pennsylvania and Carroll County, Maryland is to the southeast. A monument to the 11th Mississippi Infantry was erected in 2000 in Adams County and this monument is classed as a contributing property.",0
134,"The 11th Mississippi Infantry Monument was established in 2000 in Adams County, Pennsylvania which has Carroll County, Maryland to its southeast and Franklin County, Pennsylvania to its west. The 11th Mississippi Infantry Monument is in the category of contributing property.",0
135,"The 11th Mississippi Infantry Monument, established in 2000, falls under the category of Contributing property and is located in Adams County, Pennsylvania, which has Carroll County, Maryland to the southeast and Franklin County, Pennsylvania to the east.",0
136,"The album ""Nord"" by Year of No Light falls under the categories of Sludge metal and Post-metal, according to the graph. It was produced by the band itself and released under the record label Crucial Blast on September 6, 2006.",1
137,"The band Nord is a sludge metal band that releases post-metal. They have an album called the Year of No light that was released on June 9th 2006, and was under Crucial Blast Label.",0
138,"Year of No Light self-produced their album Nord. The album was released under the label Crucial Blast on September 6th, 2006. Nord falls into the sludge metal and post-metal genres.",0
139,"Ciudad Ayala is a city with a population of 1,777,539, making it a bustling urban center. The city is managed by a City Manager, who bears the responsibility of running the government. It is classified as a city and has a population density of 1604.0 people per square kilometer. The government of Ciudad Ayala is structured using the council-manager government approach, which ensures efficient and effective administration. The city’s timezone is UTC−6, indicating that it is situated in a location that is six hours behind Coordinated Universal Time (UTC).",1
140,"Ciudad Ayala is a metropolitan city which has population of 1,777,539 with its population density of 1604.0 and it falls into UTC offset -6 time zone. One of the leaders of Ciudad Ayala is the City Manager which uses council-manager government.",0
141,"The city Ciudad Ayala has population 1,777,539 making the density 1604.0. One of the leaders in the council-manager government is the City Manager. It is in UTC offset -6.",0
142,The city Ciudad Ayala has population 1777539 making the density 1604. It is a council-managed government led by a City Manager. It is in UTC offset -6.,0
143,"The movie ""Super_Capers"" stars Michael Rooker and Tom Sizemore, and had a budget of 2 million dollars. The writer and director of the film is Ray Griggs, who also directed it. The runtime of ""Super_Capers"" is 98 minutes.",1
144,"Super Capers is a 98 minute film with a $2000000.0 budget. It stars Tom Sizemore and Michael Rooker, and was written and directed by Ray Griggs.",0
145,"Super Capers is a 98 minute movie starring Michael Rooker and Tom Sizemore. It was written and directed by Ray Griggs. It had a budget of $2,000,000.",0
146,The 98 minute film Super Capers had a budget of 2 million dollars. It was written and directed by Ray Griggs. It starred Tom Sizemore and also featured Michael Rooker.,0
147,"Darinka Dentcheva was heavily influenced by the work of Andrzej Piotr Ruszczyński, according to this graph. Ruszczyński’s ideas have clearly had a significant impact on Dentcheva’s own work and research, indicating a strong connection between the two researchers. Further exploration of their collaborations and shared interests could potentially uncover new insights and advances within their respective fields.",1
148,Darinka Dentcheva developed a theory influenced by Andrzej Piotr Ruszczyński.,0
149,Darinka Dentcheva was influenced by Andrzej Piotr Ruszczyński.,0
150,Darinka Dentcheva was influenced by Andrzej Piotr Ruszczynski.,0
151,"The graph consists of two nodes, representing the movie ""McVeagh of the South Seas"". The first node, labeled ""starring"", links to the actor Harry Carey (born in 1878), indicating that he played a role in the film. The second node, labeled ""writer"", also links to Harry Carey, suggesting that he was involved in the writing or screenplay of the movie. 

Overall, this graph suggests that Harry Carey (born in 1878) had a significant role in the creation of the film ""McVeagh of the South Seas"", both as an actor and a writer.",1
152,"Born in 1878, Harry Carey later grew up to write and star in the movie McVeagh of the South Seas.",0
153,"Harry Carey, born in 1878, wrote and appeared in the movie McVeagh of the South Seas.",0
154,"Harry Carey, who was born in 1878, wrote and starred the film of McVeagh of the South Seas.",0
155,"The currency of Mexico is the Mexican peso and the demonym for the people of Mexico is Mexicans. Bionico is a dessert course that originated in Guadalajara, Mexico. It is a dish variation of a cookie and is made with chopped fruits, sour cream, condensed milk, granola, shredded coconut, and raisins. Bionico is a popular dessert in Mexico and is enjoyed by Mexicans and visitors to the country alike.",1
156,"Mexicans, the inhabitants of Mexico, can use their peso currency to purchase a dessert called Bionico. Bionico can be found in Guadalajara, Mexico, and is made from sour cream, chopped fruits, condensed milk, granola, coconut and raisins. They can also buy cookies, another dessert.",0
157,"Much like a cookie, Bionico is a dessert food whose ingredients include chopped fruits, sour cream, condensed milk, granola, shredded coconut and raisins. Bionico is found in the Guadalajara region of Mexico, which uses pesos are their currency and is home to Mexican people.",0
158,"Mexico inhabited by Mexicans has peso as its currency. Bionico, a dessert food found in Guadalajara, Mexico, has sour cream, chopped fruits, condensed milk, granola, raisins and shredded coconut as its main ingredients. Cookie is a type of dessert.",0
159,"Ciudad Ayala is a city with a population density of 1604.0. The leaderTitle of the city is ""City Manager"", and it is classified as a City.",1
160,One of the leader of Ciudad Ayala (a city) is called City Manager. With a population density of 1604.0.,0
161,"Ciudad Ayala is a city with a population density of 1,604. One of the leaders is called the City Manager.",0
162,"One of the leaders of Ciudad Ayala, a city with a population density of 1604.0, is the City Manager.",0
163,"The Adolfo Suárez Madrid-Barajas Airport in Alcobendas is operated by ENAIRE, a company based in Madrid, Spain. The airport boasts a runway length of 3500.0 and is located in the country of Spain.",1
164,"ENAIRE, based in Madrid, Spain, is the operating organisation for Adolfo Suarez Madrid-Barajas airport which is in Alcobendas. The runway length at the airport is 3500.",0
165,"Located in Madrid, Spain, ENAIRE operates the Adolfo Suarez Madrid-Barajas Airport in Alcobendas which reports a runway length of 3,500.",0
166,"Adolfo Suarez Madrid-Barajas Airport, operated by ENAIRE, is located in Alcobendas while ENAIRE is located in Madrid, Spain. The Airport's runway length is 3500.",0
167,"The graph shows that Mexico is closely linked to its currency, the Mexican peso. Another interesting connection is that the dessert called Bionico is associated with Mexico as it is a popular course in the country. One of the key ingredients in Bionico is granola, which is widely used in Mexican cuisine. Overall, the graph suggests a strong culinary influence of Mexico, as well as its economic significance through its currency.",1
168,"Bionico is a dish served for dessert in Mexico, where the currency is the peso, the dish contains granola.",0
169,"Bionico, a food that requires granola as one of its ingredients and served at the dessert is found in Mexico. The currency is the Peso.",0
170,Bionico is a food found in Mexico (currency: peso). Bionico (dessert) requires granola as one of its ingredients.,0
171,"The graph shows data for 1147_Stavropolis, with two parameters displayed. The first parameter is periapsis, with a value of approximately 260855000000.0. The second parameter is epoch, with a value of 31 July 2016 (JD2457600.5). No other data is available or displayed in the graph.",1
172,"With a periapsis of 260855000000.0, the 1147 Stavropolis has a epoch of 31 July 2016 (JD2457600.5).",0
173,1147 Stavropolis epoch is 31 July 2016 (Julian Day 2457600.5) and the periapsis of 1147 Stavropolis is 260855000000.,0
174,1147 Stavropolis has an epoch on 31 July 2016 and a periapsis of 260855000000.0.,0
175,"According to the graph, the city of Ciudad Ayala is located in the Pacific Daylight Time zone, and has a population density of 1604.0.",1
176,Ciudad Ayala which is in the Pacific Daylight time zone has the population density of 1604.,0
177,Ciudad Ayala city which has a PDT time zone has a population density of 1604.0.,0
178,Ciudad Ayala's time zone is Pacific Daylight Time and its population density is 1604.0.,0
179,"Chinabank has a total of 5,594 employees and a net income of 15.1 billion pesos.",1
180,"The net income of Chinabank is 15,100,000,000, and they have 5594 workers total.",0
181,Chinabank currently brings in a net income of 15100000000 thanks to the efforts of its 5594 employees.,0
182,"Chinabank brings in a net income of 15,100,000,000 with its 5594 employees.",0
183,"Bananaman, created by Steve Bright, was last aired on April 15, 1986 and broadcasted by BBC.",1
184,Steve Bright is the creator of Bananaman which was last broadcast on April 15th 1986 by the BBC.,0
185,Bananaman was created by Steve Bright and last aired on April 15th 1986. It was broadcast by the BBC.,0
186,"Bananaman, the TV show, was created by Steve Bright and was last aired on 15th April 1986. Bananaman was broadcast on the BBC.",0
187,"The graph displays various attributes related to Mexico and one of its famous desserts, Bionico. The first data point shows that the currency of Mexico is the Mexican peso. The second data point indicates that the demonym for people from Mexico is Mexicans.

The remaining three data points all relate to Bionico, a dessert with origins in Guadalajara, a region within Mexico. The course category highlights that Bionico is typically served as a dessert, while the other two categories emphasize that its origin lies within the country of Mexico.",1
188,Bionico (a dish served for dessert) is a food found in Guadalajara in Mexico. The currency in Mexico is the Mexican peso inhabited by Mexicans.,0
189,Bionico (a dessert) is a food found in Guadalajara in Mexico. The currency in Mexico is the Mexican peso inhabited by the Mexicans.,0
190,Bionico is a food found in Mexico and served at the dessert course. The dessert can be found in Guadalajara. The currency of Mexico (inhabited by Mexicans) is Peso.,0
191,"The album ""Nord"" by Year of No Light is followed by their live performance album ""Live at Roadburn 2008"", according to the graph. The album ""Nord"" is also associated with the artist Year of No Light.",1
192,The Year of No Light album Live at Roadburn 2008 was followed by their album Nord.,0
193,Live at Roadburn 2008 was preceded by the album Nord played by Year of No Light.,0
194,"Year of No Light, who released the album Nord, followed this up with the album Live at Roadburn 2008.",0
195,"Alan Shepard was born on November 18th, 1923 in New Hampshire. He later went on to become an astronaut and was a member of the Apollo 14 mission. Sadly, Shepard passed away in California.",1
196,"Alan Shepard was a crew member of Apollo 14 who was born November 18th, 1923, in New Hampshire and died in California.",0
197,"Alan Shepard was born in New Hampshire on November 18, 1923. He was a crew member of Apollo 14, and died later on in California.",0
198,"Alan Shepard was born on Nov 18, 1923 in New Hampshire, was a member of the Apollo 14 crew and died in California.",0
199,The ALCO_RS-3 engine is a Four-stroke engine with a cylinder count of 12. Its length measures at 17068.8 millimetres.,1
200,"The ALCO RS-3, with a four-stroke engine and 12 cylinders, has a length of 17068.8 millimetres.",0
201,The four-stroke 12 cylinder ALCO RS-3 is 17068.8 millimetres long.,0
202,The ALCO RS-3 has a four-stroke engine and a cylinder count of 12 which is 17068.8 mm in length.,0
203,"Olga Bondareva was born on April 27, 1937 and is known for her contribution to the Bondareva-Shapley theorem. She was born in Saint Petersburg and her birth name is Olga Nikolaevna Bondareva.",1
204,"Olga Nikolaevna Bondareva, (born April 27, 1937) died in Saint Petersburg. She was best known for the ""Bondareva-Shapley theorem.""",0
205,"Olga Nikolaevna Bondareva, known for the Bondareva-Shapley theorem, was born on April 27, 1937 and died in Saint Petersburg.",0
206,"Olga Bondareva, born ""Olga Nikolaevna Bondareva"" on April 27th, 1937 and known for the Bondareva-Shapley theorem, died in Saint Petersburg.",0
207,"The novel ""The Fellowship of the Ring"" is a work of fantasy, falling into the literary genre of Fantasy. It was authored by J.R.R. Tolkien and was released on July 29th, 1954. ""The Hobbit"" precedes this novel.",1
208,"Fellowship of the Ring, a fantasy novel created by J.R.R. Tolkien was released on July 29, 1954; the Hobbit came before The Fellowship of the Ring.",0
209,"J.R.R. Tolkien is the author of The Fellowship of the Ring published on July 29, 1954. This book belongs to the fantasy genre and came after The Hobbit.",0
210,"Fantasy is The Fellowship of the Ring's genre, and it was released on July 29, 1954. The Fellowship of the Ring was written by J.R.R. Tolkien and was preceded by the Hobbit.",0
211,"The popular song ""Mermaid"" was produced by Espionage and released under Sony Music Entertainment. It was written by Amund Bjørklund and Stargate, and it was followed on the charts by John Lennon's ""Imagine.""",1
