,text,label
10,"This paper presents a novel approach for streaming three-dimensional graphic scenes in resource-constrained environments. Specifically, we propose a sender-driven mechanism called Partially Ordered Delivery (PODs) that optimizes the delivery of 3D scene data within a limited network bandwidth of 100-kb bit rate. PODs utilizes the decoding independencies of the 3D scene data to prioritize the delivery of certain parts of the scene that are required for the scene to be rendered. This approach improves the rendering quality of the scene while minimizing the amount of data that needs to be transmitted over the network. In addition, we propose a heuristic for selecting the parts of the scene that should be prioritized for delivery based on their importance for rendering the scene. Our experiments demonstrate that PODs outperforms existing approaches for streaming 3D scenes in resource-constrained environments, achieving higher rendering quality while reducing the amount of data transmitted. Our work provides a promising solution for delivering high-quality 3D scenes over limited network bandwidths in resource-constrained environments.",1
11,"three-dimensional -lrb- 3d -rrb- graphic scenes require considerable network bandwidth to be transmitted and computing power to be rendered on users ' terminals . toward high-quality display in real time , we propose a sender-driven mechanism for streaming 3d scenes in a resource-constrained environment . by pre-processing the database , objects in the scene are properly weighted upon their rendering importance , and their resolutions are selected accordingly to reduce the bit rate . partially ordered delivery is then performed using decoding independencies between the objects . simulation results show the efficacy of the proposed sender-driven mechanism . for a test benchmark , for example , the proposed algorithm outperforms the comparing heuristic by 4 db under a 100-kb bit rate .",0
12,"This paper proposes a novel approach to model the geometric structure and illumination variation of a scene from real images. The goal is to obtain the 3D geometric information of the scene structure and the low-dimensional linear space of the illumination conditions. To achieve this, the authors combine structure-from-motion and correlation-based stereo techniques to estimate the position and structure of the objects in the scene. They also use basis images to represent the illumination variations. The resulting virtual reality scene model can be used for object recognition and photometric information analysis. The proposed method is tested on real images and shows promising results in capturing the geometric structure and illumination variation of the scene. The approach has potential applications in product advertisement and virtual reality.",1
13,"we present in this paper a system which automatically builds , from real images , a scene model containing both 3d geometric information of the scene structure and its photometric information under various illumination conditions . the geometric structure is recovered from images taken from distinct viewpoints . structure-from-motion and correlation-based stereo techniques are used to match pix-els between images of different viewpoints and to reconstruct the scene in 3d space . the geometric structure is extracted from images taken under different illumination conditions -lrb- orientation , position and intensity of the light sources -rrb- . this is achieved by computing a low-dimensional linear space of the spatio-illumination volume , and is represented by a set of basis images . the model that has been built can be used to create realistic renderings from different viewpoints and illumination conditions . applications include object recognition , virtual reality and product advertisement .",0
14,"This paper proposes a new approach for object detection using contextual models based on boosted random fields. The approach utilizes local image data to model the object detection problem as a dense graph, with graph fragments used to capture contextual information. Boosting is used to increase the detection accuracy while maintaining computational efficiency through a computational cascade. The resulting model is an additive combination of the dense graph and graph fragments, with boosted random fields used to learn the graph structure. The proposed approach achieves state-of-the-art results on benchmark datasets while maintaining real-time speed, making it a promising solution for object detection in various applications.",1
15,"we seek to both detect and segment objects in images . to exploit both local image data as well as contextual information , we introduce boosted random fields , which uses boosting to learn the graph structure and local evidence of a conditional random field . the graph structure is learned by assembling graph fragments in an additive model . the connections between individual pixels are not very informative , but by using dense graphs , we can pool information from large regions of the image ; dense models also support efficient inference . we show how contextual information from other objects can improve detection performance , both in terms of accuracy and speed , by using a computational cascade . we apply our system to detect stuff and things in office and street scenes . 1 .",0
16,"This paper discusses the computational complexity of dominance and consistency in CP-nets, which are graphical models used to represent preferences in decision-making problems. CP-nets are defined in terms of a directed acyclic graph that encodes dependencies among variables and a set of conditional preference statements. The authors consider the computational complexity of determining dominance and consistency in CP-nets, which are important properties for solving decision problems. They analyze the complexity of these problems in different restricted classes of CP-nets, including those with restricted dependency graphs, restricted conditional preference statements, and restricted topologies. The authors show that dominance and consistency are both in the complexity class PSPACE-complete, which means that they are computationally expensive to solve. The paper provides important insights into the computational complexity of dominance and consistency in CP-nets, which can inform the design of algorithms for solving decision problems.",1
17,"we investigate the computational complexity of testing dominance and consistency in cp-nets . up until now , the complexity of dominance has been determined only for restricted classes in which the dependency graph of the cp-nets is acyclic . however , there are preferences of interest that define cyclic dependency graphs ; cyclic dependency graphs are modeled with general cp-nets . we show here that both dominance and consistency testing for general cp-nets are pspace-complete . the reductions used in the proofs are from strips planning , and thus establish strong connections between both areas .",0
18,"This paper presents an automatic classification approach for distinguishing between oral and nasal snoring sounds based on their acoustic properties. The study utilizes k-nearest neighbor classifier and cross validation evaluations to categorize snoring sounds. The proposed approach can potentially aid in the diagnosis of sleep disorders such as sleep apnea syndrome, sleep disordered breathing, and heavy snoring. It also has practical implications for differentiating between benign snorers and those who may require medical treatment. The results suggest that acoustic properties can be a reliable indicator for differentiating between oral and nasal snoring sounds.",1
19,"snoring was once regarded as an indication of good sleep . but recently it has been known to be one of the symptoms which indicate sleep disordered breathing such as sleep apnea syndrome . moreover , heavy snoring caused by oral breathing sometimes leads benign snorers to be apneics . thus , it is important to detect oral snoring for medical treatment in the earlier stage , but we can not know our own snoring . this paper describes a method to detect oral snoring by extracting the acoustic properties of snoring sounds and using the k-nearest neighbor classifier . as a result , over 92 % of snoring sounds are successfully classified under the various cross validation evaluations .",0
20,"This paper proposes a method for automatically extracting resource terms for sentiment analysis. The method is based on a bipartite graph model that represents the relationships between resource terms (such as gas, water, and electricity) and sentiment words (such as positive or negative opinions). The proposed iterative algorithm uses real-life sentiment corpora to extract resource terms that are most commonly associated with positive or negative sentiment. The algorithm is evaluated using several documents containing sentiments about different resources. Results show that the proposed method effectively identifies relevant resource terms for sentiment analysis.",1
21,"existing research on sentiment analysis mainly uses sentiment words and phrases to determine sentiments expressed in documents and sentences . techniques have also been developed to find such words and phrases using dictionaries and domain corpora . however , there are still other types of words and phrases that do not bear sentiments on their own , but when they appear in some particular contexts , they imply positive or negative opinions . one class of such words or phrases is those that express resources such as water , electricity , gas , etc. . for example , '' this washer uses a lot of electricity '' is negative but '' this washer uses little water '' is positive . extracting such resource words and phrases are important for sentiment analysis . this paper formulates the problem based on a bipartite graph and proposes a novel iterative algorithm to solve the problem . experimental results using diverse real-life sentiment corpora show good results .",0
22,"This paper proposes a method for regularized Laplacian estimation and fast eigenvector approximation. The authors introduce regularized semi-definite programs for Laplacian estimation problems, which can be 2-regularized or 1-regularized. They also present a fast diffusion-based procedure for computing nontrivial eigenvectors of the regularized Laplacian matrix, which is based on the Mahoney-Orecchia approximate eigenvector computation algorithm. The proposed method can be applied to various regression problems, including ridge regression and lasso regression. The authors evaluate the method on 2-regression data graphs and real-world networks and show that their approach outperforms other diffusion-based procedures and regularized estimates with Gaussian prior.",1
23,"recently , mahoney and orecchia demonstrated that popular diffusion-based procedures to compute a quick approximation to the first nontrivial eigenvector of a data graph laplacian exactly solve certain regularized semi-definite programs . in this paper , we extend that result by providing a statistical interpretation of their approximation procedure . our interpretation will be analogous to the manner in which 2-regularized or 1-regularized 2-regression -lrb- often called ridge regression and lasso regression , respectively -rrb- can be interpreted in terms of a gaussian prior or a laplace prior , respectively , on the coefficient vector of the regression problem . our framework will imply that the solutions to the mahoney-orecchia regularized sdp can be interpreted as regularized estimates of the pseu-doinverse of the data graph laplacian . conversely , it will imply that the solution to this regularized estimation problem can be computed very quickly by running , e.g. , the fast diffusion-based pagerank procedure for computing an approximation to the first nontrivial eigenvector of the data graph laplacian . empirical results are also provided to illustrate the manner in which approximate eigenvector computation implicitly performs statistical regularization , relative to running the corresponding exact algorithm .",0
24,"This paper proposes an approach to network alarm triage that combines the strengths of both human decision-making and machine learning. The system integrates low-level device health information with interactive machine learning techniques to improve the accuracy and speed of triaging decisions made by operators. Specifically, the system uses rule-based tools to group alarms and then employs a CuET algorithm for interactive machine learning to fine-tune the triage process. The authors demonstrate that their human-guided machine learning approach results in improved accuracy and faster triage times compared to traditional rule-based or machine learning methods alone.",1
25,"network alarm triage refers to grouping and prioritizing a stream of low-level device health information to help operators find and fix problems . today , this process tends to be largely manual because existing rule-based tools can not easily evolve with the network . we present cuet , a cuet that uses interactive machine learning to constantly learn from the triaging decisions of operators . cuet then uses that learning in novel visualizations to help them quickly and accurately triage alarms . unlike prior interactive machine learning systems , cuet handles a highly dynamic environment where the groups of interest are not known a priori and evolve constantly . our evaluations with real operators and data from a large network show that cuet significantly improves the speed and accuracy of alarm triage .",0
26,"This paper proposes a new algorithm for clustering subspaces based on fitting, differentiating, and dividing polynomials. The proposed algorithm, called GPCA, utilizes algebraic techniques such as linear and polynomial algebra, polynomial factorization, and iterative techniques such as subspace initialization and k-subspace PCA. The algorithm is evaluated on several computer vision problems such as news video segmentation, face clustering, and vanishing point detection, and is compared to other algebraic algorithms. The paper also discusses the use of GPCA in interactive machine learning systems for triaging network alarms. The algorithm achieves high accuracy in clustering subspaces and is shown to be effective in solving clustering problems with polynomial structures.",1
27,"we consider the problem of clustering data lying on multiple subspaces of unknown and possibly different dimensions . we show that one can represent the subspaces with a set of polynomials whose derivatives at a data point give normal vectors to the subspace associated with the data point . since the polynomials can be estimated linearly from data , subspace clustering is reduced to classifying one point per subspace . we do so by choosing points in the data set that minimize a distance function . a basis for the complement of each subspace is then recovered by applying standard pca to the set of derivatives -lrb- normal vectors -rrb- at those points . the final result is a new gpca algorithm for subspace clustering based on simple linear and polynomial algebra . our experiments show that our gpca algorithm outperforms existing algebraic algorithms based on polynomial factorization and provides a good initialization to iterative techniques such as k-subspace and em . we also present applications of pca on computer vision problems such as vanishing point detection , face clustering , and news video segmentation .",0
28,This paper proposes a method to estimate the semantic case of Japanese dialogue using a measure of distance derived from the statistics of dependent noun-particle-verb triples. The authors use the ATR dialogue corpus and apply clustering and correlation analysis to evaluate the accuracy of their method. They report consistent rates for single-case clusters and show that their method achieves high estimation accuracies. The study demonstrates the potential of using statistics of dependency for analyzing Japanese dialogue.,1
29,"in an attempt to estimate the semantic cases for noun-particle-verb triples in the atr dialogue corpus , the authors propose a measure of distance based on statistics of dependent noun-particle-verb triples . a clustering analysis of all the triples in the corpus was conducted using the measure of distance . competence of the proposed measure of distance is verified by examination of the distribution of the single-case clusters . by use of the score derived from the measure of distance of the training corpus , the authors conducted the estimation of the correct semantic case for a given noun-particle-verb triples in the test corpus . the result remarkably differentiates the particles with respect to the estimation accuracies . for instance , particle ` wo ' has accuracies over 80 % , while ` de ' has accuracies less than 40 % . the correlation analysis between the accuracy and the consistency rates indicates that the particles of higher consistency have also tendencies to higher accuracies .",0
30,"This paper presents a signal processing perspective on moving shape dynamics, specifically on the characterization and recognition of human motion sequences. The use of sophisticated signal processing techniques has been an area of interest in the human motion analysis and motion dynamics community. The paper discusses various signal transform methods such as discrete Fourier transform and discrete wavelet transform, and how they are used in discriminating features in the articulated motion of human beings. The authors highlight the importance of using these signal processing techniques in motion analysis, and their potential impact in future research. The paper also mentions the use of large data sets to demonstrate the effectiveness of these methods in human motion analysis.",1
31,"this paper provides a new perspective on human motion analysis , namely regarding human motions in video as general discrete time signals . while this seems an intuitive idea , research on human motion analysis has attracted little attention from the signal processing community . sophisticated signal processing techniques create important opportunities for new solutions to the problem of human motion analysis . this paper investigates how the deformations of human silhouettes -lrb- or shapes -rrb- during articulated motion can be used as discriminating features to implicitly capture motion dynamics . in particular , we demonstrate the applicability of two widely used signal transform methods , namely the discrete fourier transform and discrete wavelet transform , for characterization and recognition of human motion sequences . experimental results show the effectiveness of the proposed method on two state-of-the-art data sets .",0
32,"This paper proposes a novel approach to improve the channel selection of sound coding algorithms in resource-limited and time critical devices such as cochlear implants. Commercial cochlear implant processors often use spectral maxima sound coding algorithms that may not always provide the best speech intelligibility for cochlear implant users, particularly in noisy scenarios. This paper presents a sound coding framework that incorporates a channel selection criterion based on the formant location of speech and the discrimination of noise-dominant channels. The proposed approach improves speech intelligibility in noise scenarios by selectively stimulating channels that provide higher instantaneous signal-to-noise ratio. The paper evaluates the proposed framework using n-of-m strategies and time-frequency unit perception quality measures and shows that it outperforms the state-of-the-art sound coding algorithms in cochlear implants.",1
33,"spectral maxima sound coding algorithms , for example n-of-m strategies , used in commercial cochlear implant devices rely on selecting channels with the highest energy in each frequency band . this spectral maxima sound coding algorithms works well in quiet , but is inherently problematic in noisy conditions when noise dominates the target , and noise-dominant channels are mistakenly selected for stimulation . a new channel selection criterion is proposed to addresses this shortcoming which adaptively assigns weights to each time-frequency unit based on the formant location of speech and instantaneous signal to noise ratio . the performance of the proposed spectral maxima sound coding algorithms is evaluated acutely with three cochlear implant users in different noise scenarios . results indicate that the proposed spectral maxima sound coding algorithms improves speech intelligibility and perception quality , particularly at low signal-to-noise ratio . significance of the proposed spectral maxima sound coding algorithms lies in its ability to be integrated with the existing sound coding framework employed within commercial cochlear implant processors , making spectral maxima sound coding algorithms easier to adapt for resource-limited and time critical devices .",0
34,"This paper presents a novel approach to jointly estimate disparity and optical flow by correspondence growing. The proposed method reduces the inherent search space of temporally coherent stereo disparity and optical flow maps by using a seed growing algorithm. By reconstructing the 3D point of the scene flow, the proposed method estimates the 3D velocity vector. The approach is demonstrated on a binocular stereo setup and evaluated on disparity maps and optical flow images. The experimental results show that the proposed method can effectively estimate joint disparity and optical flow and outperforms state-of-the-art methods. The proposed approach has the potential to improve calibration, scene flow, and other related computer vision tasks.",1
35,"the scene flow in binocular stereo setup is estimated using a seed growing algorithm . a pair of calibrated and synchronized cameras observe a scene and output a sequence of images . the algorithm jointly computes a disparity map between the stereo images and optical flow maps between consecutive frames . having the calibration , this is a representation of the scene flow , i.e. a 3d velocity vector is associated with each reconstructed 3d point . the proposed algorithm starts from correspondence seeds and propagates the correspondences to the neighborhood . it is accurate for complex scenes with large motion and produces temporally coherent stereo disparity and optical flow results . the algorithm is fast due to inherent search space reduction .",0
36,"This paper proposes an approach for in-service adaptation of multilingual hidden-Markov-models (HMMs) for automatic speech recognition (ASR) systems. The approach aims to improve recognition accuracy in target tasks by incrementally adapting task-dependent models from a task-independent seed model. The proposed method uses unsupervised online adaptation techniques to adapt the HMM parameters using acoustic data from the target task. The system is evaluated on recognizing Slovene digits using a multilingual modeling approach with a Romano-Germanic seed model, and the results demonstrate the effectiveness of the proposed approach, especially when using language-dependent models. The paper shows that this approach can reduce the inherent limitations of multilingual models and improve the recognition accuracy of ASR systems in target tasks.",1
37,"in this paper we report on advances regarding our approach to porting an automatic speech recognition system to a new target task . in case there is not enough acoustic data available to allow for thorough estimation of hmm parameters it is impossible to train an appropriate model . the basic idea to overcome this problem is to create a task independent seed model that can cope with all tasks equally well . however , the performance of such generalist model is of course lower than the performance of task dependent models -lrb- if these were available -rrb- . so , the task independent seed model is gradually enhanced by using its own recognition results for incremental online task adaptation . here , we use a multilingual romanic/germanic seed model for a slavic target task . in tests on slovene digits multilingual modeling yields the best recognition accuracy compared to other language dependent models . applying unsupervised online task adaptation we observe a remarkable boost of recognition performance .",0
38,"This paper presents a novel approach for lexicalized phonotactic word segmentation using a discriminative model of boundary marking. The proposed method is capable of inferring word boundaries in morphologically complex words, and it is evaluated on miniature datasets of transcribed adult conversations as well as child language acquisition. The approach relies on phone n-grams and phonetic transcriptions to improve speech understanding, and it is shown to outperform unsupervised algorithms for word segmentation in both English and Arabic. The results demonstrate the effectiveness of the proposed approach for improving the accuracy of word segmentation by using information about the phonotactics of words.",1
39,"this paper presents a new unsupervised algorithm -lrb- wordends -rrb- for inferring word boundaries from transcribed adult conversations . phone ngrams before and after observed pauses are used to bootstrap a simple dis-criminative model of boundary marking . this fast algorithm delivers high performance even on morphologically complex words in english and arabic , and promising results on accurate phonetic transcriptions with extensive pronunciation variation . expanding training data beyond the traditional miniature datasets pushes performance numbers well above those previously reported . this suggests that wordends is a viable model of child language acquisition and might be useful in speech understanding .",0
40,"This study investigates the perception of non-native phonemes in noisy environments. Specifically, the authors examine the identification of vowels and consonants in multispeaker babble for Dutch listeners compared to native listeners of American English. The study evaluates the effect of signal-to-noise ratios and syllable position on phoneme identification accuracy. The results indicate that consonants are more challenging to identify than vowels in noise, with Dutch listeners performing worse than American English native listeners across both consonants and vowels. These findings provide insights into the perception of non-native phonemes in noisy environments and have implications for speech perception and communication.",1
41,"we report an investigation of the perception of american english phonemes by dutch listeners proficient in english . listeners identified either the consonant or the vowel in most possible english cv and vc syllables . the syllables were embedded in multispeaker babble at three signal-to-noise ratios -lrb- 16 db , 8 db , and 0 db -rrb- . effects of signal-to-noise ratio on vowel and consonant identification are discussed as a function of syllable position and of relationship to the native phoneme inventory . comparison of the results with previously reported data from native listeners reveals that noise affected the responding of native and non-native listeners similarly .",0
42,"This paper proposes a new method for weakly-supervised object detection called ""Track and Transfer."" The status quo approach relies on weakly-labeled images, but this new method leverages weakly-labeled videos to simulate strong human supervision. The proposed method uses a Hough transform algorithm to track object boxes in videos and generate pseudo ground-truth boxes, which are then transferred to weakly-labeled images to train object detectors. The PASCAL 2007 and 2010 datasets, which have manually annotated bounding boxes, are used to evaluate the discriminative regions learned by the proposed method. The experimental results show that the proposed method outperforms the status quo approach in terms of mean average precision.",1
43,"the status quo approach to training object detectors requires expensive bounding box annotations . our status quo approach takes a markedly different direction : we transfer tracked object boxes from weakly-labeled videos to weakly-labeled images to automatically generate pseudo ground-truth boxes , which replace manually annotated bounding boxes . we first mine discriminative regions in the weakly-labeled image collection that frequently/rarely appear in the posi-tive/negative images . we then match those regions to videos and retrieve the corresponding tracked object boxes . finally , we design a hough transform algorithm to vote for the best box to serve as the pseudo gt for each image , and use hough transform algorithm to train an object detector . together , discriminative regions lead to state-of-the-art weakly-supervised detection results on the pascal 2007 and 2010 datasets .",0
44,"This paper investigates the effects of age and culture on the perception of emotional speech in game-playing children using audiovisual stimuli. Cross-cultural perception studies were conducted with Pakistani children, and the classification accuracy of their perception of emotional speech was evaluated. The results of the study suggest that age and culture can have an impact on the perception of emotional speech in game-playing children, and cross-cultural differences should be taken into account in the design of multimedia applications aimed at children from diverse cultural backgrounds.",1
45,"in this paper we study how children of different age groups -lrb- 8 and 12 years old -rrb- and with different cultural backgrounds -lrb- dutch and pakistani -rrb- signal positive and negative emotions in audiovisual speech . data was collected in an ethical way using a simple but surprisingly effective game in which pairs of participants have to guess whether an upcoming card will contain a higher or lower number than a reference card . the data thus collected was used in a series of cross-cultural perception studies , in which dutch and pakistani observers classified emotional expressions of dutch and pakistani speakers . results show that classification accuracy is uniformly high for pakistani children , but drops for older and for winning dutch children 1 .",0
46,"This paper compares the performance of two methods, Expectation-Maximization (EM) and Gaussian Mixture Vector Quantization (GMVQ), for estimating Gaussian mixture models. The focus of the study is on their application to probabilistic image retrieval, which requires efficient compression and classification of image data. The paper evaluates the two methods in terms of their computational complexity, convergence speed, and accuracy of parameter estimation. The results show that while EM provides better accuracy, GMVQ offers faster convergence and lower computational complexity. The study provides useful insights for researchers and practitioners working on image retrieval systems that require efficient modeling of complex data distributions.",1
47,"the expectation-maximization is the dominant algorithm for estimating the parameters of a gauss mixture . recently , gauss mixture vector quantization based on the lloyd algorithm has been applied successfully as an alternative for both compression and classification . we investigate the performance of the two algorithms for gm 's in image retrieval . the asymptotic likelihood approximation is used as a similarity criterion to compare gm 's directly . the two algorithms result in very close retrieval performance . we demonstrate that the closeness comes from the close mutual approximation of the estimated gm parameter values and that the two algorithms have similar convergence speed . our analysis shows that gauss mixture vector quantization has roughly half the computational complexity of em .",0
48,"This paper proposes a new approach to guiding semi-supervised learning algorithms with the use of domain knowledge and constraint-driven learning. The proposed method aims to improve the performance of structured learning tasks, such as natural language processing and information extraction, by incorporating domain-specific constraints to the learning process. By leveraging the available domain knowledge, the algorithm can effectively guide the semi-supervised learning process, even in cases where only limited labeled data is available. The proposed method is evaluated on several benchmark datasets, demonstrating its effectiveness in improving classification accuracy and outperforming existing semi-supervised learning approaches. Overall, this work presents a promising approach for leveraging domain knowledge to improve machine learning models in domains where labeled data is scarce.",1
49,"over the last few years , two of the main research directions in machine learning of natural language processing have been the study of semi-supervised learning algorithms as a way to train classifiers when the labeled data is scarce , and the study of ways to exploit knowledge and global information in structured learning tasks . in this paper , we suggest a method for incorporating domain knowledge in semi-supervised learning algorithms . our novel framework unifies and can exploit several kinds of task specific constraints . the experimental results presented in the information extraction domain demonstrate that applying constraints helps the model to generate better feedback during learning , and hence the framework allows for high performance learning with significantly less training data than was possible before on these tasks .",0
50,"This paper presents a kernel-based reinforcement learning approach to solve average-cost problems in the context of optimal portfolio choice. The problem is modeled as a Markov decision process, and the learning algorithm is based on temporal-difference learning with parametric function approximators. The proposed approach uses a kernel-based method to improve the generalization performance of the learning algorithm, which is tested using neural networks. The results show that the kernel-based approach outperforms the traditional method in terms of convergence speed and overall performance. The study highlights the potential of using kernel-based reinforcement learning in financial decision-making problems.",1
